sim_cycles,mixed_or_same,mem_or_coh,config,alg,inj_rate,average_packet_latency,average_flit_latency,packets_received::total,packets_injected::total
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_18,135727819.774364,318029286.811502,43121131.0,43121486.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_19
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_2,139097408.492168,344691609.217191,46043600.0,46043985.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_21
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_22
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_23
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_24
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_14,104905583.652682,216398505.931495,37310101.0,37310452.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_145,111956544.56901,234635507.412675,38079015.0,38079408.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_135,98336430.770439,199807434.238972,36498592.0,36498925.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_13,94796962.068152,189689830.348779,35680393.0,35680733.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_125,87310498.94152,171863727.589038,34882817.0,34883160.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_12,77647245.651917,148658356.417752,34490889.0,34491225.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_115,64126498.415017,117262776.972024,34842646.0,34842970.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_11,30288577.103084,51930545.317835,36233781.0,36234052.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_105,4323144.82275,7222461.252928,35880409.0,35880606.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_1,7348.223077,8632.119354,34319804.0,34319890.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_095,5626.613085,5998.845843,32605080.0,32605150.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_09,4925.994047,5021.3835,30890684.0,30890756.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_085,4500.41781,4471.988535,29174748.0,29174815.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_08,4206.445702,4119.711666,27456722.0,27456766.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_075,3984.078456,3867.696615,25738898.0,25738931.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_07,3807.109127,3677.288929,24022684.0,24022725.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_065,3660.243477,3524.887045,22305986.0,22306016.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_06,3536.103178,3400.278775,20591075.0,20591095.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_055,3431.19608,3297.516181,18876479.0,18876503.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_05,3338.515512,3208.014901,17160046.0,17160074.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_045,3258.104034,3132.266509,15445240.0,15445257.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_04,3186.187227,3064.999994,13728521.0,13728541.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_035,3122.045066,3005.825836,12013468.0,12013492.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_03,3063.94243,2952.369688,10297247.0,10297260.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_025,3010.313174,2903.734937,8580336.0,8580342.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_02,2961.715819,2860.14778,6864245.0,6864252.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_015,2917.303048,2820.238536,5149558.0,5149566.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_01,2875.815832,2783.391992,3432078.0,3432082.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_005,2836.400225,2749.056956,1715988.0,1715988.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_155,121027690.268064,262307015.241318,39514570.0,39514943.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_165,129166744.14846,288951589.208028,40973704.0,40974067.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_175,134283505.450988,309827335.176486,42413093.0,42413464.0
