bench,config,description,simTicks,numCycles,simInsts,average_packet_latency,cumulativeCycles,maxCycles,geoIPC,mpki
bodytrack,kite_large_noci_nndbt_picky_none,,43345580722.0,53130534.0,5768512477.0,8704.01857,3304002179.0,88010112.0,0.8839893309904939,0.05595089876545781
bodytrack,kite_medium_noci_nndbt_picky_none,,44449648410.0,49019163.0,5776772468.0,7890.200971,3131855880.0,86206748.0,0.935256842002539,0.05675303193920913
bodytrack,kite_small_noci_nndbt_picky_none,,41058310224.0,46130924.0,5769846388.0,7056.905405,2941050530.0,83507891.0,0.9925685301173254,0.05528941827371683
bodytrack,lpbt_m_latop_noci_nndbt_picky_none,,40683607286.0,50118695.0,5758170991.0,8187.290948,3178157153.0,93495826.0,0.9157683556511919,0.05608491721894663
bodytrack,lpbt_s_latop_noci_nndbt_picky_none,,43046752232.0,50835705.0,5774743785.0,8137.947583,3195551412.0,84090478.0,0.9150187986318759,0.05645247354870683
bodytrack,lpbt_s_power_noci_nndbt_picky_none,,40275811847.0,50601256.0,5761165352.0,7966.393245,3143644508.0,84273063.0,0.9264175696704349,0.055841853062950086
canneal,butter_donut_x_noci_nndbt_picky_none,,301457054546.0,2168652.0,2003610247.0,6872.663209,1282830278.0,1146224542.0,0.3859792046326289,3.76195896768719
canneal,dbl_bfly_x_noci_nndbt_picky_none,,304867018129.0,2215942.0,2004206774.0,7024.147941,1297908712.0,1159190183.0,0.38434914690390987,3.746987130358539
canneal,ft_x_noci_nndbt_picky_none,,288965171544.0,2079577.0,2001358821.0,6452.523397,1227251722.0,1098726888.0,0.393652255306651,3.8199238570821827
canneal,kite_large_noci_nndbt_picky_none,,296540830788.0,2175273.0,2002722390.0,6662.089649,1261827324.0,1127531676.0,0.38647261907649816,3.7848392460188447
canneal,kite_medium_noci_nndbt_picky_none,,289492702467.0,2038280.0,2001502931.0,6489.650138,1229120500.0,1100732709.0,0.39488217666897457,3.8166513114642338
canneal,kite_small_noci_nndbt_picky_none,,275885096143.0,1873990.0,1999043515.0,5917.878944,1166953797.0,1048992761.0,0.409602173178287,3.881611894697156
